0,1,2,3,4
104.0,124.0,9.0,9.0,60.0
102.0,60.0,12.0,9.0,85.0
86.0,57.0,9.0,9.0,93.0
38.0,64.0,10.0,9.0,80.0
45.0,49.0,10.0,9.0,58.0
123.0,72.0,9.0,10.0,59.0
62.0,71.0,9.0,9.0,96.0
132.0,110.0,10.0,10.0,57.0
93.0,187.0,10.0,9.0,84.0
72.0,122.0,10.0,8.0,67.0
70.0,68.0,10.0,8.0,67.0
64.0,97.0,8.0,9.0,51.0
96.0,90.0,8.0,8.0,36.0
54.0,63.0,10.0,11.0,92.0
42.0,92.0,10.0,10.0,62.0
108.0,62.0,8.0,9.0,41.0
66.0,46.0,8.0,11.0,48.0
68.0,110.0,8.0,11.0,131.0
83.0,67.0,9.0,10.0,80.0
36.0,179.0,9.0,10.0,55.0
152.0,65.0,9.0,9.0,40.0
92.0,90.0,10.0,9.0,207.0
132.0,67.0,9.0,10.0,86.0
112.0,125.0,10.0,9.0,57.0
77.0,108.0,9.0,10.0,44.0
68.0,94.0,9.0,9.0,54.0
156.0,127.0,8.0,9.0,73.0
136.0,96.0,10.0,10.0,68.0
82.0,115.0,8.0,10.0,74.0
84.0,92.0,9.0,10.0,46.0
131.0,291.0,8.0,10.0,23.0
57.0,90.0,10.0,9.0,23.0
79.0,92.0,8.0,10.0,69.0
83.0,95.0,8.0,8.0,64.0
70.0,83.0,9.0,10.0,41.0
92.0,91.0,10.0,8.0,79.0
54.0,50.0,10.0,9.0,58.0
118.0,117.0,9.0,10.0,75.0
146.0,45.0,10.0,9.0,157.0
68.0,76.0,10.0,11.0,57.0
110.0,97.0,10.0,10.0,68.0
78.0,122.0,9.0,10.0,91.0
60.0,129.0,9.0,10.0,72.0
70.0,90.0,10.0,9.0,118.0
72.0,122.0,8.0,8.0,27.0
57.0,138.0,10.0,11.0,61.0
75.0,65.0,10.0,10.0,35.0
88.0,51.0,10.0,10.0,56.0
45.0,108.0,11.0,9.0,69.0
41.0,71.0,8.0,11.0,65.0
85.0,81.0,10.0,12.0,87.0
38.0,94.0,9.0,11.0,99.0
92.0,56.0,8.0,9.0,53.0
47.0,95.0,8.0,10.0,51.0
110.0,95.0,10.0,8.0,66.0
77.0,89.0,8.0,13.0,52.0
57.0,73.0,8.0,8.0,42.0
47.0,98.0,8.0,9.0,85.0
41.0,40.0,10.0,12.0,41.0
59.0,96.0,9.0,8.0,52.0
109.0,99.0,10.0,10.0,75.0
43.0,188.0,10.0,10.0,65.0
64.0,105.0,10.0,9.0,43.0
50.0,104.0,11.0,11.0,49.0
92.0,245.0,10.0,10.0,62.0
64.0,157.0,10.0,9.0,74.0
62.0,119.0,10.0,9.0,43.0
42.0,133.0,11.0,10.0,50.0
57.0,142.0,10.0,10.0,32.0
89.0,110.0,8.0,9.0,101.0
172.0,83.0,9.0,11.0,81.0
62.0,38.0,9.0,10.0,46.0
178.0,117.0,9.0,10.0,40.0
67.0,127.0,10.0,10.0,55.0
94.0,110.0,11.0,12.0,90.0
65.0,62.0,8.0,10.0,81.0
103.0,65.0,8.0,11.0,55.0
164.0,94.0,9.0,9.0,62.0
36.0,47.0,10.0,10.0,104.0
29.0,78.0,8.0,10.0,60.0
82.0,58.0,11.0,10.0,87.0
65.0,242.0,9.0,10.0,62.0
104.0,37.0,10.0,11.0,52.0
178.0,94.0,10.0,21.0,103.0
108.0,87.0,10.0,10.0,76.0
100.0,124.0,9.0,9.0,64.0
129.0,138.0,9.0,10.0,52.0
66.0,141.0,10.0,10.0,79.0
81.0,62.0,8.0,11.0,117.0
123.0,111.0,9.0,9.0,33.0
78.0,144.0,9.0,10.0,52.0
69.0,290.0,10.0,8.0,76.0
69.0,58.0,8.0,10.0,50.0
105.0,130.0,9.0,10.0,38.0
52.0,117.0,8.0,9.0,53.0
68.0,84.0,9.0,10.0,77.0
34.0,57.0,10.0,10.0,80.0
91.0,112.0,12.0,10.0,65.0
51.0,79.0,8.0,9.0,57.0
70.0,98.0,9.0,10.0,60.0
50.0,162.0,10.0,10.0,28.0
114.0,148.0,10.0,9.0,95.0
75.0,72.0,10.0,10.0,39.0
64.0,99.0,11.0,9.0,64.0
81.0,225.0,8.0,10.0,54.0
96.0,96.0,10.0,10.0,32.0
60.0,155.0,9.0,10.0,36.0
29.0,74.0,9.0,10.0,60.0
67.0,100.0,9.0,10.0,124.0
124.0,65.0,9.0,8.0,103.0
157.0,94.0,10.0,10.0,96.0
82.0,110.0,9.0,9.0,30.0
133.0,450.0,9.0,9.0,54.0
69.0,106.0,10.0,9.0,52.0
212.0,119.0,9.0,10.0,60.0
98.0,98.0,9.0,9.0,41.0
87.0,198.0,10.0,10.0,70.0
87.0,140.0,10.0,10.0,75.0
51.0,145.0,10.0,9.0,90.0
26.0,92.0,9.0,10.0,32.0
118.0,91.0,11.0,10.0,30.0
84.0,365.0,11.0,9.0,52.0
70.0,109.0,10.0,9.0,61.0
143.0,89.0,10.0,9.0,60.0
78.0,166.0,9.0,8.0,42.0
106.0,224.0,10.0,8.0,51.0
57.0,124.0,8.0,10.0,60.0
103.0,272.0,10.0,10.0,38.0
68.0,94.0,10.0,9.0,54.0
37.0,118.0,10.0,9.0,65.0
50.0,146.0,8.0,10.0,66.0
81.0,178.0,12.0,10.0,52.0
135.0,106.0,9.0,9.0,81.0
48.0,142.0,10.0,9.0,92.0
261.0,95.0,10.0,9.0,39.0
168.0,159.0,10.0,13.0,45.0
97.0,101.0,10.0,9.0,72.0
58.0,200.0,9.0,9.0,33.0
98.0,134.0,9.0,8.0,101.0
71.0,127.0,10.0,9.0,70.0
49.0,185.0,10.0,10.0,92.0
133.0,271.0,10.0,10.0,46.0
115.0,347.0,9.0,9.0,69.0
118.0,236.0,11.0,10.0,85.0
171.0,173.0,10.0,10.0,63.0
126.0,290.0,8.0,10.0,50.0
117.0,158.0,9.0,10.0,68.0
93.0,154.0,10.0,10.0,42.0
131.0,422.0,8.0,10.0,48.0
76.0,352.0,9.0,8.0,56.0
115.0,317.0,8.0,10.0,52.0
60.0,190.0,8.0,11.0,45.0
86.0,250.0,10.0,9.0,95.0
145.0,264.0,13.0,10.0,55.0
78.0,238.0,8.0,9.0,49.0
121.0,250.0,10.0,10.0,105.0
115.0,165.0,10.0,9.0,61.0
70.0,234.0,11.0,9.0,57.0
85.0,121.0,9.0,9.0,53.0
79.0,344.0,9.0,9.0,95.0
42.0,168.0,10.0,12.0,44.0
70.0,345.0,11.0,9.0,54.0
102.0,244.0,10.0,8.0,172.0
118.0,70.0,10.0,9.0,70.0
70.0,233.0,11.0,8.0,66.0
140.0,84.0,10.0,10.0,83.0
60.0,335.0,10.0,8.0,117.0
24.0,112.0,9.0,9.0,42.0
84.0,169.0,10.0,8.0,37.0
219.0,134.0,10.0,9.0,42.0
129.0,195.0,9.0,10.0,111.0
117.0,285.0,10.0,10.0,47.0
75.0,331.0,9.0,9.0,108.0
137.0,197.0,9.0,10.0,132.0
333.0,122.0,9.0,9.0,68.0
92.0,202.0,11.0,9.0,67.0
100.0,115.0,10.0,10.0,82.0
114.0,138.0,10.0,9.0,139.0
211.0,306.0,11.0,10.0,76.0
244.0,427.0,10.0,9.0,57.0
96.0,149.0,9.0,8.0,178.0
113.0,135.0,13.0,10.0,36.0
133.0,48.0,10.0,9.0,56.0
127.0,236.0,10.0,9.0,28.0
27.0,176.0,8.0,9.0,32.0
78.0,284.0,9.0,8.0,71.0
127.0,248.0,10.0,10.0,39.0
86.0,141.0,10.0,10.0,43.0
72.0,398.0,10.0,10.0,85.0
117.0,392.0,10.0,10.0,69.0
259.0,756.0,9.0,9.0,39.0
108.0,499.0,9.0,10.0,91.0
218.0,153.0,10.0,10.0,54.0
81.0,59.0,10.0,9.0,55.0
234.0,103.0,9.0,10.0,34.0
126.0,173.0,10.0,9.0,91.0
155.0,729.0,9.0,10.0,58.0
99.0,336.0,9.0,10.0,65.0
196.0,263.0,8.0,10.0,110.0
101.0,295.0,9.0,9.0,44.0
217.0,137.0,9.0,9.0,159.0
103.0,123.0,9.0,10.0,111.0
105.0,211.0,8.0,13.0,114.0
85.0,331.0,10.0,8.0,91.0
108.0,207.0,9.0,9.0,157.0
184.0,330.0,11.0,9.0,40.0
102.0,135.0,9.0,10.0,52.0
76.0,60.0,12.0,8.0,36.0
160.0,83.0,9.0,9.0,93.0
217.0,143.0,10.0,10.0,97.0
95.0,189.0,9.0,10.0,63.0
137.0,144.0,8.0,9.0,76.0
239.0,206.0,10.0,10.0,31.0
174.0,122.0,10.0,9.0,70.0
130.0,133.0,9.0,10.0,91.0
182.0,177.0,10.0,8.0,55.0
158.0,377.0,9.0,9.0,134.0
168.0,238.0,10.0,10.0,76.0
152.0,123.0,10.0,11.0,78.0
153.0,270.0,10.0,10.0,37.0
200.0,280.0,10.0,11.0,64.0
187.0,168.0,10.0,9.0,81.0
230.0,124.0,9.0,9.0,122.0
158.0,201.0,9.0,10.0,91.0
196.0,196.0,10.0,9.0,40.0
158.0,599.0,10.0,10.0,103.0
185.0,193.0,10.0,10.0,102.0
165.0,65.0,10.0,9.0,85.0
121.0,181.0,9.0,8.0,95.0
101.0,96.0,9.0,8.0,49.0
224.0,163.0,12.0,9.0,117.0
196.0,146.0,9.0,8.0,112.0
172.0,259.0,10.0,8.0,83.0
179.0,183.0,10.0,12.0,53.0
183.0,103.0,9.0,9.0,111.0
210.0,20.0,9.0,9.0,60.0
240.0,314.0,10.0,8.0,115.0
254.0,220.0,8.0,9.0,66.0
213.0,310.0,9.0,9.0,71.0
456.0,702.0,10.0,9.0,64.0
207.0,217.0,10.0,8.0,60.0
103.0,89.0,8.0,10.0,82.0
248.0,119.0,9.0,10.0,86.0
290.0,277.0,10.0,10.0,82.0
188.0,218.0,8.0,10.0,100.0
123.0,166.0,10.0,9.0,56.0
281.0,96.0,10.0,8.0,76.0
202.0,176.0,10.0,9.0,121.0
328.0,277.0,9.0,9.0,61.0
183.0,89.0,10.0,10.0,86.0
261.0,214.0,9.0,10.0,68.0
194.0,335.0,9.0,10.0,139.0
297.0,184.0,8.0,9.0,85.0
166.0,131.0,9.0,10.0,31.0
161.0,134.0,9.0,10.0,49.0
141.0,221.0,8.0,9.0,178.0
136.0,191.0,10.0,10.0,36.0
150.0,103.0,8.0,9.0,82.0
381.0,32.0,9.0,8.0,65.0
458.0,139.0,8.0,8.0,74.0
259.0,311.0,10.0,9.0,89.0
458.0,180.0,9.0,9.0,87.0
126.0,91.0,9.0,10.0,54.0
199.0,221.0,10.0,9.0,106.0
501.0,166.0,9.0,8.0,78.0
342.0,43.0,10.0,10.0,128.0
313.0,105.0,8.0,9.0,169.0
126.0,172.0,8.0,10.0,77.0
218.0,153.0,10.0,8.0,91.0
146.0,80.0,8.0,10.0,86.0
131.0,178.0,9.0,10.0,148.0
390.0,250.0,9.0,9.0,61.0
328.0,132.0,10.0,10.0,99.0
229.0,108.0,10.0,9.0,116.0
176.0,154.0,8.0,10.0,100.0
135.0,71.0,10.0,10.0,90.0
108.0,141.0,12.0,9.0,71.0
200.0,192.0,10.0,9.0,52.0
191.0,193.0,9.0,10.0,52.0
180.0,168.0,8.0,10.0,99.0
130.0,163.0,10.0,9.0,41.0
331.0,174.0,8.0,10.0,165.0
183.0,106.0,9.0,11.0,81.0
299.0,114.0,10.0,10.0,83.0
100.0,254.0,9.0,9.0,93.0
474.0,126.0,10.0,8.0,105.0
603.0,262.0,11.0,9.0,98.0
168.0,234.0,9.0,8.0,208.0
438.0,90.0,8.0,9.0,77.0
247.0,240.0,9.0,8.0,55.0
400.0,78.0,9.0,10.0,80.0
345.0,146.0,10.0,9.0,92.0
390.0,79.0,8.0,9.0,55.0
126.0,81.0,10.0,9.0,119.0
286.0,197.0,10.0,9.0,59.0
785.0,244.0,9.0,10.0,58.0
174.0,112.0,9.0,10.0,118.0
419.0,339.0,10.0,9.0,129.0
192.0,100.0,10.0,10.0,62.0
921.0,169.0,8.0,10.0,125.0
849.0,77.0,9.0,9.0,140.0
280.0,173.0,10.0,12.0,79.0
403.0,227.0,9.0,8.0,106.0
108.0,154.0,10.0,10.0,119.0
169.0,169.0,8.0,9.0,71.0
582.0,72.0,10.0,9.0,93.0
150.0,275.0,10.0,9.0,62.0
284.0,303.0,10.0,9.0,68.0
294.0,511.0,13.0,9.0,82.0
250.0,202.0,9.0,10.0,105.0
263.0,123.0,10.0,10.0,81.0
213.0,235.0,10.0,9.0,136.0
202.0,97.0,10.0,9.0,99.0
39.0,206.0,10.0,10.0,74.0
471.0,508.0,10.0,9.0,116.0
293.0,96.0,10.0,9.0,89.0
388.0,198.0,10.0,10.0,80.0
256.0,223.0,10.0,9.0,117.0
195.0,189.0,10.0,10.0,67.0
673.0,133.0,8.0,10.0,205.0
513.0,199.0,8.0,9.0,98.0
252.0,152.0,11.0,9.0,86.0
78.0,144.0,10.0,14.0,59.0
154.0,126.0,9.0,10.0,137.0
235.0,323.0,8.0,10.0,95.0
432.0,186.0,10.0,9.0,158.0
350.0,203.0,9.0,8.0,95.0
212.0,143.0,10.0,13.0,98.0
106.0,259.0,8.0,9.0,115.0
393.0,82.0,9.0,9.0,125.0
212.0,331.0,10.0,8.0,77.0
320.0,135.0,8.0,10.0,59.0
546.0,315.0,9.0,8.0,129.0
219.0,71.0,10.0,8.0,72.0
220.0,124.0,10.0,10.0,95.0
133.0,151.0,9.0,10.0,199.0
123.0,201.0,9.0,10.0,44.0
234.0,420.0,10.0,10.0,95.0
122.0,326.0,10.0,10.0,170.0
234.0,93.0,9.0,10.0,119.0
137.0,83.0,8.0,8.0,85.0
170.0,189.0,10.0,9.0,114.0
91.0,137.0,10.0,9.0,70.0
334.0,201.0,10.0,8.0,62.0
146.0,103.0,8.0,9.0,150.0
175.0,95.0,9.0,9.0,110.0
224.0,105.0,9.0,14.0,166.0
510.0,152.0,9.0,10.0,61.0
121.0,286.0,10.0,8.0,271.0
351.0,378.0,9.0,9.0,123.0
171.0,56.0,10.0,9.0,193.0
229.0,177.0,10.0,9.0,131.0
197.0,176.0,9.0,9.0,185.0
164.0,129.0,10.0,10.0,82.0
175.0,66.0,9.0,10.0,118.0
240.0,120.0,10.0,9.0,92.0
431.0,222.0,9.0,10.0,187.0
139.0,401.0,9.0,10.0,114.0
148.0,184.0,9.0,9.0,71.0
239.0,208.0,10.0,9.0,38.0
223.0,102.0,9.0,8.0,142.0
218.0,357.0,10.0,10.0,139.0
165.0,89.0,10.0,9.0,94.0
556.0,157.0,10.0,9.0,97.0
183.0,160.0,8.0,9.0,83.0
78.0,75.0,10.0,10.0,60.0
302.0,218.0,10.0,8.0,92.0
128.0,214.0,8.0,10.0,71.0
342.0,206.0,9.0,10.0,118.0
304.0,171.0,9.0,9.0,235.0
197.0,100.0,9.0,8.0,154.0
39.0,141.0,9.0,10.0,159.0
311.0,269.0,9.0,10.0,246.0
294.0,91.0,9.0,10.0,120.0
266.0,137.0,8.0,10.0,171.0
107.0,170.0,10.0,9.0,181.0
161.0,92.0,9.0,9.0,82.0
111.0,79.0,10.0,9.0,184.0
285.0,106.0,9.0,9.0,233.0
51.0,134.0,11.0,9.0,126.0
174.0,155.0,9.0,9.0,231.0
221.0,149.0,10.0,10.0,61.0
203.0,69.0,8.0,10.0,239.0
374.0,142.0,11.0,8.0,60.0
76.0,150.0,11.0,10.0,84.0
197.0,81.0,10.0,9.0,102.0
322.0,77.0,8.0,10.0,77.0
128.0,83.0,9.0,9.0,96.0
319.0,203.0,11.0,10.0,89.0
179.0,161.0,9.0,9.0,131.0
141.0,242.0,8.0,9.0,71.0
406.0,254.0,10.0,10.0,119.0
266.0,88.0,9.0,9.0,262.0
185.0,58.0,8.0,9.0,109.0
142.0,211.0,10.0,9.0,96.0
379.0,375.0,8.0,12.0,144.0
165.0,153.0,9.0,10.0,129.0
212.0,129.0,9.0,8.0,117.0
235.0,129.0,9.0,10.0,144.0
62.0,139.0,9.0,10.0,72.0
184.0,158.0,10.0,9.0,167.0
369.0,115.0,9.0,10.0,229.0
35.0,193.0,9.0,12.0,78.0
285.0,161.0,9.0,8.0,119.0
316.0,127.0,10.0,9.0,58.0
188.0,177.0,10.0,10.0,189.0
186.0,67.0,10.0,10.0,55.0
209.0,123.0,8.0,9.0,142.0
172.0,198.0,9.0,10.0,159.0
157.0,216.0,10.0,9.0,114.0
225.0,301.0,9.0,10.0,97.0
255.0,252.0,10.0,9.0,107.0
409.0,88.0,10.0,10.0,148.0
173.0,191.0,10.0,10.0,68.0
80.0,98.0,9.0,10.0,213.0
231.0,94.0,10.0,10.0,80.0
208.0,49.0,8.0,10.0,138.0
246.0,150.0,9.0,10.0,137.0
336.0,65.0,10.0,10.0,99.0
337.0,65.0,9.0,11.0,168.0
377.0,30.0,10.0,10.0,96.0
484.0,142.0,9.0,10.0,100.0
239.0,159.0,9.0,9.0,341.0
252.0,79.0,10.0,9.0,94.0
163.0,147.0,10.0,10.0,156.0
95.0,76.0,9.0,10.0,84.0
184.0,80.0,10.0,9.0,135.0
193.0,210.0,8.0,9.0,78.0
204.0,138.0,8.0,9.0,255.0
77.0,97.0,9.0,8.0,205.0
166.0,139.0,9.0,8.0,187.0
131.0,65.0,9.0,9.0,120.0
120.0,115.0,10.0,9.0,126.0
80.0,247.0,11.0,9.0,130.0
103.0,207.0,10.0,10.0,162.0
172.0,82.0,10.0,8.0,320.0
392.0,106.0,10.0,9.0,107.0
153.0,115.0,9.0,10.0,293.0
243.0,176.0,10.0,9.0,200.0
168.0,143.0,8.0,10.0,113.0
57.0,192.0,10.0,10.0,85.0
299.0,85.0,10.0,10.0,98.0
194.0,194.0,9.0,9.0,82.0
293.0,254.0,10.0,10.0,100.0
138.0,127.0,8.0,9.0,208.0
79.0,96.0,10.0,9.0,134.0
71.0,78.0,9.0,9.0,144.0
141.0,150.0,8.0,11.0,131.0
101.0,224.0,8.0,9.0,102.0
84.0,88.0,10.0,9.0,302.0
259.0,466.0,10.0,8.0,88.0
247.0,90.0,11.0,9.0,141.0
92.0,149.0,9.0,9.0,159.0
124.0,134.0,9.0,10.0,192.0
194.0,73.0,10.0,9.0,180.0
288.0,125.0,9.0,8.0,161.0
161.0,169.0,8.0,9.0,131.0
535.0,283.0,10.0,10.0,179.0
185.0,67.0,9.0,9.0,141.0
79.0,147.0,10.0,10.0,333.0
99.0,146.0,11.0,10.0,105.0
199.0,155.0,10.0,10.0,118.0
278.0,78.0,9.0,10.0,87.0
110.0,119.0,10.0,10.0,248.0
124.0,269.0,9.0,8.0,235.0
192.0,181.0,9.0,8.0,131.0
252.0,132.0,9.0,9.0,123.0
259.0,101.0,9.0,10.0,100.0
195.0,91.0,9.0,8.0,237.0
102.0,314.0,8.0,9.0,172.0
99.0,155.0,8.0,9.0,177.0
171.0,125.0,9.0,11.0,250.0
248.0,401.0,10.0,10.0,124.0
104.0,161.0,10.0,10.0,180.0
278.0,228.0,9.0,9.0,240.0
314.0,107.0,9.0,8.0,154.0
297.0,106.0,9.0,9.0,150.0
231.0,87.0,10.0,9.0,113.0
189.0,138.0,9.0,10.0,66.0
131.0,182.0,9.0,10.0,119.0
227.0,169.0,10.0,9.0,319.0
418.0,284.0,9.0,10.0,204.0
267.0,150.0,10.0,11.0,233.0
276.0,157.0,9.0,9.0,313.0
81.0,154.0,10.0,12.0,193.0
299.0,86.0,9.0,8.0,301.0
153.0,147.0,10.0,10.0,283.0
218.0,223.0,8.0,9.0,141.0
150.0,76.0,10.0,12.0,130.0
92.0,213.0,9.0,10.0,157.0
244.0,110.0,9.0,8.0,235.0
101.0,143.0,9.0,9.0,242.0
65.0,64.0,10.0,9.0,193.0
142.0,96.0,10.0,8.0,167.0
132.0,118.0,10.0,8.0,223.0
266.0,276.0,10.0,9.0,169.0
214.0,105.0,8.0,9.0,177.0
145.0,147.0,10.0,9.0,312.0
178.0,87.0,9.0,10.0,323.0
383.0,111.0,9.0,9.0,855.0
208.0,112.0,9.0,12.0,365.0
360.0,131.0,9.0,10.0,199.0
472.0,177.0,10.0,10.0,444.0
191.0,356.0,9.0,10.0,114.0
115.0,86.0,8.0,10.0,208.0
184.0,123.0,10.0,9.0,162.0
150.0,150.0,9.0,10.0,117.0
159.0,57.0,9.0,9.0,281.0
344.0,137.0,9.0,8.0,370.0
100.0,101.0,10.0,10.0,288.0
107.0,160.0,10.0,8.0,334.0
212.0,130.0,9.0,10.0,262.0
146.0,244.0,9.0,9.0,105.0
57.0,86.0,10.0,9.0,200.0
260.0,297.0,8.0,10.0,140.0
107.0,112.0,10.0,9.0,322.0
227.0,27.0,9.0,8.0,229.0
82.0,94.0,9.0,8.0,169.0
273.0,76.0,10.0,10.0,95.0
178.0,77.0,9.0,9.0,170.0
97.0,247.0,10.0,10.0,290.0
117.0,120.0,10.0,10.0,206.0
95.0,18.0,8.0,12.0,233.0
141.0,286.0,10.0,9.0,276.0
96.0,170.0,9.0,9.0,369.0
237.0,235.0,9.0,12.0,406.0
162.0,112.0,8.0,10.0,323.0
229.0,51.0,10.0,11.0,196.0
153.0,182.0,10.0,10.0,211.0
102.0,138.0,10.0,9.0,400.0
66.0,68.0,10.0,10.0,324.0
203.0,223.0,10.0,10.0,212.0
232.0,155.0,9.0,9.0,200.0
281.0,133.0,9.0,10.0,355.0
197.0,110.0,9.0,10.0,197.0
53.0,231.0,9.0,8.0,166.0
227.0,196.0,10.0,10.0,128.0
172.0,72.0,10.0,9.0,210.0
120.0,158.0,9.0,10.0,1189.0
150.0,141.0,9.0,10.0,172.0
65.0,140.0,8.0,9.0,427.0
155.0,185.0,10.0,9.0,157.0
239.0,92.0,9.0,8.0,603.0
72.0,163.0,9.0,9.0,195.0
221.0,331.0,10.0,10.0,289.0
126.0,108.0,9.0,8.0,440.0
61.0,113.0,9.0,10.0,100.0
170.0,170.0,10.0,10.0,247.0
93.0,63.0,9.0,8.0,38.0
105.0,354.0,11.0,9.0,814.0
153.0,246.0,9.0,8.0,307.0
77.0,108.0,9.0,9.0,973.0
158.0,68.0,9.0,9.0,551.0
267.0,147.0,10.0,9.0,313.0
147.0,147.0,10.0,9.0,237.0
86.0,160.0,9.0,9.0,133.0
176.0,104.0,9.0,8.0,171.0
84.0,78.0,10.0,8.0,304.0
91.0,84.0,10.0,11.0,194.0
70.0,178.0,8.0,10.0,235.0
126.0,132.0,10.0,10.0,192.0
182.0,115.0,9.0,9.0,124.0
142.0,86.0,8.0,9.0,130.0
93.0,209.0,9.0,9.0,278.0
104.0,142.0,10.0,8.0,199.0
178.0,69.0,9.0,10.0,269.0
165.0,77.0,10.0,10.0,439.0
61.0,308.0,9.0,9.0,116.0
141.0,148.0,10.0,8.0,584.0
158.0,103.0,9.0,10.0,131.0
387.0,76.0,10.0,10.0,507.0
110.0,128.0,10.0,9.0,333.0
109.0,87.0,10.0,9.0,264.0
137.0,102.0,9.0,10.0,304.0
184.0,134.0,10.0,10.0,207.0
99.0,258.0,10.0,10.0,232.0
44.0,161.0,10.0,9.0,850.0
203.0,156.0,11.0,9.0,635.0
122.0,106.0,9.0,10.0,307.0
120.0,97.0,10.0,9.0,368.0
268.0,149.0,9.0,9.0,83.0
182.0,142.0,10.0,10.0,130.0
142.0,147.0,10.0,10.0,167.0
282.0,167.0,9.0,9.0,505.0
128.0,156.0,10.0,10.0,166.0
167.0,153.0,8.0,10.0,87.0
247.0,83.0,10.0,8.0,911.0
73.0,225.0,10.0,10.0,127.0
72.0,184.0,9.0,8.0,94.0
157.0,422.0,8.0,10.0,356.0
92.0,75.0,10.0,10.0,235.0
142.0,149.0,9.0,10.0,428.0
79.0,109.0,10.0,9.0,196.0
105.0,205.0,8.0,9.0,323.0
81.0,191.0,10.0,9.0,418.0
45.0,157.0,8.0,8.0,241.0
104.0,245.0,9.0,9.0,487.0
61.0,150.0,9.0,8.0,299.0
106.0,114.0,9.0,9.0,409.0
217.0,244.0,10.0,10.0,978.0
117.0,56.0,10.0,9.0,184.0
64.0,225.0,9.0,10.0,450.0
138.0,225.0,9.0,10.0,453.0
121.0,102.0,10.0,10.0,116.0
44.0,154.0,9.0,9.0,595.0
407.0,279.0,10.0,8.0,431.0
156.0,41.0,9.0,9.0,247.0
128.0,186.0,10.0,9.0,258.0
111.0,175.0,9.0,9.0,279.0
122.0,159.0,10.0,10.0,242.0
85.0,252.0,9.0,8.0,212.0
131.0,234.0,10.0,9.0,228.0
153.0,173.0,8.0,10.0,416.0
136.0,88.0,9.0,10.0,139.0
129.0,256.0,9.0,10.0,288.0
109.0,104.0,10.0,10.0,1015.0
143.0,83.0,9.0,10.0,215.0
111.0,115.0,9.0,10.0,392.0
150.0,124.0,10.0,8.0,339.0
66.0,162.0,10.0,10.0,426.0
119.0,248.0,8.0,10.0,272.0
167.0,188.0,9.0,8.0,44.0
56.0,196.0,10.0,10.0,203.0
106.0,49.0,10.0,8.0,556.0
98.0,111.0,10.0,9.0,408.0
41.0,152.0,10.0,10.0,159.0
135.0,71.0,10.0,9.0,293.0
86.0,261.0,9.0,10.0,424.0
69.0,141.0,8.0,9.0,315.0
92.0,101.0,10.0,9.0,317.0
80.0,88.0,10.0,10.0,557.0
61.0,295.0,10.0,9.0,155.0
132.0,68.0,8.0,9.0,164.0
37.0,174.0,9.0,10.0,150.0
142.0,158.0,9.0,9.0,243.0
53.0,133.0,8.0,9.0,198.0
177.0,172.0,10.0,8.0,330.0
197.0,228.0,10.0,8.0,169.0
87.0,145.0,10.0,9.0,166.0
245.0,156.0,9.0,9.0,397.0
85.0,136.0,9.0,9.0,222.0
148.0,139.0,9.0,10.0,316.0
153.0,167.0,15.0,9.0,549.0
217.0,104.0,10.0,10.0,297.0
154.0,237.0,9.0,11.0,89.0
63.0,200.0,10.0,12.0,355.0
182.0,127.0,9.0,11.0,446.0
54.0,85.0,9.0,10.0,483.0
139.0,111.0,9.0,9.0,470.0
60.0,210.0,9.0,8.0,1067.0
77.0,100.0,10.0,10.0,737.0
109.0,179.0,9.0,9.0,371.0
166.0,209.0,10.0,9.0,558.0
122.0,178.0,9.0,9.0,178.0
70.0,130.0,11.0,10.0,161.0
99.0,183.0,11.0,9.0,321.0
189.0,203.0,9.0,11.0,264.0
121.0,122.0,10.0,9.0,157.0
110.0,182.0,10.0,10.0,1107.0
63.0,108.0,10.0,9.0,451.0
73.0,90.0,9.0,9.0,910.0
69.0,145.0,10.0,11.0,981.0
58.0,169.0,10.0,10.0,466.0
70.0,243.0,10.0,9.0,339.0
46.0,356.0,13.0,9.0,106.0
62.0,114.0,9.0,9.0,261.0
103.0,122.0,10.0,10.0,233.0
106.0,120.0,9.0,10.0,281.0
102.0,74.0,9.0,10.0,525.0
53.0,104.0,10.0,10.0,287.0
80.0,96.0,8.0,9.0,259.0
192.0,191.0,10.0,9.0,77.0
135.0,98.0,9.0,10.0,159.0
35.0,67.0,11.0,9.0,86.0
17.0,398.0,8.0,8.0,343.0
95.0,141.0,10.0,9.0,825.0
207.0,97.0,8.0,9.0,736.0
295.0,142.0,9.0,10.0,1087.0
59.0,82.0,9.0,9.0,538.0
79.0,141.0,10.0,9.0,457.0
89.0,97.0,10.0,10.0,285.0
69.0,131.0,10.0,9.0,242.0
70.0,130.0,10.0,10.0,552.0
125.0,231.0,8.0,10.0,238.0
87.0,177.0,9.0,9.0,274.0
115.0,150.0,10.0,8.0,365.0
90.0,162.0,10.0,9.0,360.0
77.0,101.0,9.0,9.0,393.0
112.0,289.0,10.0,11.0,145.0
70.0,165.0,8.0,10.0,437.0
136.0,258.0,10.0,10.0,479.0
168.0,336.0,10.0,9.0,229.0
71.0,263.0,10.0,10.0,209.0
100.0,27.0,9.0,10.0,350.0
47.0,187.0,10.0,8.0,463.0
170.0,92.0,9.0,9.0,213.0
123.0,159.0,10.0,10.0,132.0
188.0,95.0,10.0,8.0,763.0
58.0,79.0,9.0,9.0,263.0
